,text
208,"With all due respect to President Biden, we’re not going to be okay unless we adjust our policies.  

We’re not going to be okay unless we change course on the border, return to energy independence, retake our streets from criminals, and show stronger resolve in the face of evil."
209,"This is not a difficult decision. 
▶️ Increase American oil and gas production to help with energy inflation at home.
▶️ Hit Putin’s oil and gas sector hard with sanctions.
 
Why we do not do this as a nation is mind-boggling."
210,"Senator Manchin is spot-on when he says we need to increase U.S. energy production including reopening the Keystone Pipeline.
 
https://t.co/NMNdHDzqQG"
211,There are two things the Biden Administration needs to do now: https://t.co/V9hvS1YTEd
212,Very pleased to hear the Ukrainian Ambassador to the U.S. will attend tonight’s State of the Union. https://t.co/MbeeufIY20
213,It is clear to me that Putin is about to go scorched-earth in Ukraine. We need to do everything we can to help Ukraine fight back against Russia. https://t.co/TQpcske1de
214,"Now is the time for all who believe in democracy and freedom to step up to the plate, including Israel."
215,"Very glad to see Israel will be supporting the UN resolution against Putin’s destruction of Ukraine. 

I was very disappointed to hear yesterday that Israel turned down a request to supply the Ukrainian military with Stinger missiles. 

https://t.co/X1tuzdlQl3"
216,"So very sorry to hear of the passing of Richard “Dick” Blum, the beloved husband of Senator Feinstein.
 
I know this is a difficult time for Dianne and her lovely family – they all will be in my prayers."
217,Speaking with @JesseBWatters in just a few minutes on @FoxNews.
218,RT @ClemsonUniv: Clemson University and the U.S. Army @devcom_gvsc announced an additional $22M in funding for a research partnership aimed…
219,"RT @ClemsonPrez: Thank you, @LindseyGrahamSC and @WhipClyburn, for your leadership on this project and continued support of our research ef…"
220,WATCH: https://t.co/0NIzjePP4K
221,"Speaking now with SC media on Ukraine. 

WATCH: https://t.co/E2V2Xb3UsP"
222,Speaking with @TGowdySC on @FoxNews in just a few minutes about #Ukraine and the Supreme Court nomination.
223,"The entire economy of Russia depends on the oil and gas sector.  

How about this idea? 

Shut it off.  Don't buy Russian oil and gas. 

Produce more American oil and gas."
224,The single best thing we could do to stop the oil and gas sector in Russia from thriving is increase oil and gas production in America.
225,We should have as much will to produce American oil and gas to help our economy and our allies......as the Ukrainians do to stand up to a Russian tank!
226,"Our war is NOT with the Russian people. 

However, as long as Putin is their leader, Russians will have no place in this world.  

They won't be able to achieve their dreams and will live in abject poverty and misery.  

They need to get rid of this guy.  

#StandWithUkraine"
227,"I’m in awe of the Ukrainian people.  

I have never seen a leader rise to the occasion more than President @ZelenskyyUa has done.  

I’m in awe of the men and women of Ukraine who are willing to die for their freedom.

I proudly #StandWithUkraine.
🇺🇸 🇺🇦"
228,Speaking with Brian @kilmeade tonight at 8:00 pm on Fox News. https://t.co/711pKHqqLk
229,"Glad to see the Biden Administration sanctioning Putin and Foreign Minister Lavrov as individuals.  

We should have a laser-like focus in going after their assets and labeling them war criminals because that is what they are. https://t.co/YkkO8ZnRpi"
230,"@SenTomCotton Congress needs to be ALL IN when it comes to helping provide military and humanitarian aid to Ukraine as they stand up to the war criminal Putin.  

We cannot accept handwringing by Congress."
231,Just spoke to @SenTomCotton about the necessity of an emergency supplemental next week to send weapons and humanitarian aid into Ukraine and support their valiant fight for freedom.
232,"It’s a bad time to go from energy INDEPENDENCE in the United States to energy DEPENDENCE on foreign war criminals.  

Unfortunately, we are at this point because of a series of bad choice made by the Biden Administration."
233,"As for the United States, protect the American people from consequences of energy being used as a weapon by despots.  

▶️ Open up abundant oil and gas fields.

▶️ Build pipelines in the US to lower our energy costs.

▶️  Help our friends and allies with their energy needs."
234,"When it comes to energy policy by European democracies: 

▶️  Don’t make yourself dependent on war criminals for your oil and gas.  

▶️ Don’t shut down clean energy nuclear power plants as you become more reliant on dictator oil and gas.

https://t.co/WVpv7ijyA4"
235,"I stand ready to meet any request from Ukraine for more sophisticated and lethal weapons to defend their nation from Russian invasion. 

I hear their cries for weaponry support and am disappointed by the weak response from the Biden Administration.      

https://t.co/rz9w8idgt5"
236,"Now is the time for the West to hit Putin even harder with sanctions and provide more lethal aid to Ukraine.  

Putin is a war criminal.  

The Russian people need to understand that with Putin as their leader, Russia has a very dark future."
237,"Putin’s suggestion to negotiate on terms of Ukraine basically being a puppet state of Russia tells me that the Ukrainians are putting up one helluva fight. 

https://t.co/7kDK25f3Vi"
238,"I expect a respectful but interesting hearing in the Senate Judiciary Committee.  

The Harvard-Yale train to the Supreme Court continues to run unabated."
239,"If media reports are accurate, and Judge Jackson has been chosen as the Supreme Court nominee to replace Justice Breyer, it means the radical Left has won President Biden over yet again.

The attacks by the Left on Judge Childs from South Carolina apparently worked."
240,The only language Putin understands is strength.
241,"Putin and his inner circle live large all over the world.  It is past time for democracies to bring him to account.  

Not giving clarity to Putin about what would happen if he invaded Ukraine was a mistake.  Not going after him personally is an even bigger mistake."
242,"The Biden Administration continues to misread the moment.  

We should not be seeking permission from allies to go after Putin and his cronies.  

We should move ahead forcefully against Putin, a war criminal, and demand our allies join us!  

https://t.co/1HWoeLiS9Z"
243,"RT @newsmax: ""WAR CRIMINAL"": @LindseyGrahamSC just spoke to @ericbolling about his talk with Donald Trump this morning amid Vladimir Putin'…"
244,"Look forward to working in Congress with Republicans and Democrats to pass an emergency supplemental to help Ukraine. 
 
How we deal with Putin determines what happens in other regions like Asia and the Middle East."
245,"When it comes to sanctions against Putin – If we are NOT doing everything possible, we are NOT doing enough.  

Time is NOT on our side."
246,"If we do not treat Putin and his cronies as the war criminals they are, we will be making a huge mistake and sending the wrong message to other bad actors around the world."
247,"In addition, we should create a task force to aggressively pursue Putin and his inner circle regarding the extravagant lifestyle they have become accustomed to after stealing Russia blind."
248,I informed the Deputy Secretary there is broad bipartisan support for an emergency supplemental to include aid to the Ukrainian people and Ukrainian military.
249,"It is important Congress unite to punish and crush Putin and his cronies. 

Not only will this help prevent further damage in Europe, but it will discourage other bad actors from going down the same road."
250,Just spoke with Deputy Secretary of State Wendy Sherman about the Biden Administration’s plans to push back against the Russian invasion of Ukraine.
251,Speaking with @FoxNews in just a few minutes.
252,"Putin and his cronies should be pursued by international law enforcement agencies for the purpose of seizing their lavish apartments, fine art, yachts, and other material goods purchased through stealing the Russian people blind.

It's time to make this personal to Putin."
253,"Our prayers are with #Ukraine.

Imperative that we continue to provide Ukraine with defensive weapons as well as good intelligence.  

The world needs to condemn Putin’s destruction of a neighboring democracy as a war crime."
254,"Speaking with @JesseBWatters at 7:05 pm.

Tune in! https://t.co/dYzB1H0SPQ"
255,"Initial responses by the Biden Administration and our Western allies have been inadequate. All the while, Russia rolls forward. 
 
Let’s quickly up our game."
256,Why are we holding back massive sanctions such as expelling Russia from SWIFT?  Or aggressively sanctioning the Russian oil and gas sector?
257,"It is clear Russia intends to destroy Ukrainian democracy.  
 
There should be an aggressive response to recent cyber-attacks against the Ukrainian government."
258,"RT @postandcourier: “This is the most important time in world history since the end of World War II,” @LindseyGrahamSC said in response to…"
259,"I will continue to try to work with the Biden Administration and Senate Democrats to create crippling sanctions for Putin’s invasion.
 
However, at every turn it seems Biden Administration is being caught flat-footed.  

This must change."
260,"This is a critical moment in history…..and President Biden is NOT seizing the moment. 
 
The sanctions outlined are woefully inadequate to deter Putin’s efforts to redraw the European map and dismember a neighboring democracy."
261,WATCH: https://t.co/RpYTokgafN
262,WATCH: https://t.co/ncmGydvjI9
263,"Speaking now with SC media on the Ukraine-Russia situation.  

WATCH: https://t.co/07QiNrbWQo"
264,I'll be speaking with #AmericasNewsroom this morning at 10:30 am about the latest on Ukraine-Russia. https://t.co/UGzsUd9fFD
265,RT @AmericaNewsroom: TUESDAY: Russian President Putin makes his move as he orders troops in the Donetsk &amp; Luhansk regions of Ukraine after…
266,One of the dangerous consequences of weakness in the face of aggression.
267,"Who doubts - in light of Putin’s aggression - that if they had to do it over again Ukraine never would have given up their nuclear weapons?  

I can only imagine the number of nations thinking right now that having a nuclear weapon is a good thing to have."
268,"The truth of the matter is the Russian economy is smaller than that of Italy, overly dependent on oil and gas revenue, and is both internally and externally weak.  

The Russians have a pair of twos while the West has a Full House.  
 
However, it is the West that is folding."
269,"It is long past time for all the Russian oligarchs – Putins’ partners in crime – to lose their yachts, luxury apartments, and their assets.  

That would be a good beginning on the long journey to push back against Putin and his misadventures."
