,text
1831,"RT @gatesfoundation: Every mom deserves the chance to watch her child grow, thrive, and dream fearlessly. https://t.co/7mMSv2Bht5"
1832,#MyGivingStory starts with my parents and their lessons about giving back. What about yours? https://t.co/pH5Cj3lfuE
1833,"To conquer disease, we know we need better medicines &amp; vaccines. But we also need better data. https://t.co/fki0jKPRvu via @SueDHellmann"
1834,See how much healthier people around the world have become since you were born. https://t.co/xKmsp5Vevv via @mosaicscience
1835,Thrilled to see Bono named @glamourmag Man of the Year for his work advocating for women and girls. https://t.co/GUjcrJ92nt #povertyissexist
1836,"A trailblazer, an important voice, an insightful thinker, and a thoughtful listener. We will miss you, Gwen Ifill. https://t.co/mn9Z1lGpXr"
1837,"RT @USWomen2016: There are four new women heading to the U.S. Senate, and three of them are women of color. #StateofWomen → https://t.co/xl…"
1838,"In the last four years, 30 million more women have gotten the chance to decide their own futures. https://t.co/ncd1Wwndjs #FP2020Progress https://t.co/ds0lFym5ch"
1839,Technology opens new worlds of possibility—but it’s on us to make sure those worlds are open to everyone. https://t.co/qQiHY5gWgD
1840,"More world leaders are seeing that for society to reach its full potential, women must be empowered to reach theirs. https://t.co/c80OO3p0l7 https://t.co/mJgytGzL09"
1841,"From gender neutral bots to period-friendly health trackers, let’s foster a world with more women innovators. https://t.co/yzeib8YIWZ"
1842,I stopped by @Stanford to talk with #womenintech about their views on the importance of diversity in AI. https://t.co/KlcywoaLYg
1843,"Thanks, @sarahkunst &amp; @marieclaire, for a great conversation about #womenintech. https://t.co/XhfNsdcq0v https://t.co/d2WMQ8ml6G"
1844,"At 10:40am ET, I’ll be live with @marieclaire &amp; @sarahkunst talking about getting more #womenintech https://t.co/MP4tw1R1pF 📷:#WOCinTechChat"
1845,.@WSJMag It is humbling to receive an award for work that I feel I’ve only just begun. Thank you for this honor.
1846,"RT @WSJMag: Our 2016 Philanthropy Innovator is @MelindaGates, who is focusing the @GatesFoundation on women and girls: https://t.co/hemPa3i…"
1847,"RT @gatesfoundation: We are thinkers, makers and changers. But innovation is not easy and it doesn't happen by accident. https://t.co/mSzdx…"
1848,"Thanks, @celiadugger, for a great conversation about how contraceptives can create a path out of poverty. https://t.co/3Tbyk4ILtU"
1849,My advice to young women on how to succeed at work—and what I wish I’d known on my first day at Microsoft. https://t.co/iGpTpaNcnG
1850,"For me, it was an Apple III that got me curious about tech. For girls today, it might be Dot https://t.co/pOhwzxdQ1E via @randizuckerberg"
1851,"On Nov. 3, I’ll be at #FCNY16 talking with Regina Dugan about why diverse teams drive innovation. https://t.co/oYZEeGBtb2 via @FastCompany https://t.co/EZaUDiGIkV"
1852,"Society’s views on race and gender influence the way we design #AI.  
https://t.co/cy9jNbTjew @nytimes"
1853,"Bill, when I met you nearly thirty years ago, I never could have imagined all of the things we’d build together. Happy birthday! https://t.co/qlrMguk3jq"
1854,This innovative technique can help fight mosquito-borne viruses like Zika. Here’s how it works. #grandchallenges https://t.co/ukai2ZscQU
1855,RT @gatesfoundation: We're live from London! @BillGates and @iamwill talk science and innovation. Watch: https://t.co/Z2VQiAgszO
1856,A touching look at the everyday realities of lives around the world. https://t.co/ujsnRZatio via @Gapminder #dollarstreet https://t.co/4Rhj2Cginw
1857,What if girls everywhere could code solutions to the problems they see?  https://t.co/KBZq9uw1es via @BBCAfrica
1858,Many thanks to @MikeBloomberg &amp; Ray Dalio for so generously supporting the global effort to #EndPolio https://t.co/NQ2qg7MHP4 #WorldPolioDay
1859,"Thanks to the heroic efforts of these women, soon humanity will triumph over polio. #worldpolioday https://t.co/E1YvnLtkYr"
1860,An astounding testament to human progress. #WorldPolioDay https://t.co/LCs6rzv8eH
1861,"When applications were gender-blind, women in this study were 10 times more likely to be called back for tech jobs.
https://t.co/tSJa8vgMm1"
1862,"A clever and creative way to celebrate pregnancy and support the great work of @everymomcounts.
https://t.co/RxXPAsvCG9 #bellyartproject"
1863,"If, like me, you're a parent who thinks a lot about your kids’ screen time, @ScreenagerMovie is a must-watch. https://t.co/GTcQ4S4QuQ"
1864,I’ll always be grateful that my parents passed on their love of science to me and my three kids: https://t.co/oBWUPR7eWA https://t.co/BnmTdnSrcm
1865,"This gap is robbing women and girls of their potential. 
https://t.co/06AxGe5td6 via @guardian"
1866,"Parents, pediatricians &amp; policymakers on why paid family leave is so important. Excellent series from @NPR. https://t.co/pFoeasIQt9"
1867,RT @NPRGoatsandSoda: What do you want US to investigate about the world's girls? Tell us &amp; it could be turned into a story! https://t.co/TK…
1868,Fantastic @WIRED interview with @barackobama &amp; @joi. I share their excitement &amp; their concerns surrounding #AI https://t.co/nzyJ65rBMH
1869,No one should have to choose between keeping a job &amp; caring for loved ones in need. https://t.co/5NWZi0RiGO @TIME
1870,Advice for girls from a legendary programmer: “Only those who dare to fail greatly can ever achieve greatly” https://t.co/SRdEHwgIKq
1871,"“I want to see what I haven’t seen. I want to see what I don’t even know exists.” https://t.co/uswnqbFdR8 
@nytimes"
1872,"In honor of #DayoftheGirl, I've turned my Instagram over to Aminah, a youth activist from Uganda. https://t.co/hiGIVTubB6 #GirlsTakeover https://t.co/1BbUCEq34n"
1873,RT @UNICEF: The burden of unpaid household work starts at an early age for girls and gets worse as they get older #dayofthegirl https://t.c…
1874,"Today, on #DayoftheGirl, I’m sharing 5 reasons I’m so passionately optimistic about the future of our girls. https://t.co/7dJAiJuagE"
1875,"“If you can’t see a problem, you can’t help.” Important video from @PlanGlobal about the world’s #InvisibleGirls. https://t.co/334ymHYKgx"
1876,ICYMI: @RobinRoberts &amp; I spoke at #DF16 about why getting more women in tech is good for both business &amp; society. https://t.co/lzUwZpGfTm
1877,@pattiesellers Thanks for being there—and for all you do to raise women’s voices. https://t.co/qDY31lvZ5S
1878,Democracies don’t work unless we all do our part. Make sure you’re registered to vote. https://t.co/AR9SaPZZff #NoExcuses #SkimmtheVote
1879,About to #LeanInLive with Sheryl Sandberg. Join us: https://t.co/kTpFLZ3k92 @LeanInOrg
1880,"Thank you, @jessiwrites &amp; @backchnnl readers, for your insightful advice and ideas. Your feedback is invaluable. https://t.co/zbO3TmYIQr"
1881,RT @StevenLevy: Melinda Gates asked @backchnnl community where to spend her $ to help women in tech.  Our readers delivered. https://t.co/W…
1882,"Help show that transformative ideas come from people of every race, gender, and background. https://t.co/axYPQ35QM6 #FacesOfFounders https://t.co/iIh8bE7AVR"
1883,"At 5 pm PT, @RobinRoberts &amp; I will take the @Dreamforce stage to talk about reversing this trend. Tune in. https://t.co/9AdfJRUJjG #DF16 https://t.co/lWz0SmNiek"
1884,RT @RED: A million dollars to help #endAIDS for good. Join us: https://t.co/2H6eUfh4LU #DF16 #DFGives https://t.co/sPcZ6wD2Qn
1885,.@BlackGirlsCode and @6Gems are doing important work to diversify the tech industry. https://t.co/78gxOav0M9
1886,The fact that so few women are shaping #AI is a problem. These women are part of the solution. https://t.co/GsRF6CMlI5
1887,"Great interview with @USCTO, whose whole job is figuring out how we can use technology to create a better world. https://t.co/GSlXJGgia1"
1888,I'm deeply passionate about closing the gender gap in tech. What solutions do you think we should focus on? https://t.co/cr5d7xzMSp https://t.co/GIFU91iwLr
1889,Beautiful story from @TheMoth on the healing power of bearing witness. https://t.co/EIZiptvR8s https://t.co/nICB5abzpI
1890,"When it comes to increasing gender diversity in tech, we're getting a much better idea of what works &amp; what doesn't. https://t.co/Rr6OBZ5WN7 https://t.co/QmsPqgX1qc"
1891,This is something I’m determined to help change. https://t.co/alIySYZZIE https://t.co/hZsU45mzHD
1892,RT @backchnnl: Melinda Gates's new project? Getting more women into tech. Our @jessiwrites sat down with her to learn more. https://t.co/WK…
1893,What’s the state of child care in your state? Important data from @NewAmerica &amp; @caredotcom https://t.co/OJW5rzuFfv #CareInAmerica https://t.co/mgL5O9mUGL
1894,Just 18% of computer science graduates are women. I talked to @jessiwrites about how we're planning to change that: https://t.co/kwSF3RCQNT
1895,"In the business world, women at every level are being left behind. Here's how we change that: https://t.co/8zaWfoMtmY https://t.co/DPb5p2FBUC"
1896,"The evidence shows that if we fix this, we'll raise healthier kids, grow our economy, and build a more equal society https://t.co/4SadcFZrYo https://t.co/PAYiKlUq3G"
1897,“This is our need and right.” - @BolajiMargaret on the life-changing power of contraceptives https://t.co/MFen4QC2Gr #WCD2016 #120Under40 https://t.co/4OVODtuI87
1898,"I sat down with @PoppyHarlowCNN to talk about why #povertyissexist.
https://t.co/gKlLrqxBWp https://t.co/vyQIUxfXQb"
1899,RT @NMAAHC: We are officially open to the world! Thank you for joining us. #APeoplesJourney #MakingHistory https://t.co/IR2O3Ot7ZK
1900,Honored to be in DC for the opening of the Smithsonian National Museum of African American History &amp; Culture (@nmaahc). #APeoplesJourney https://t.co/PLUSkiH4Mw
1901,A chicken can mean the difference between a family that merely survives and one that thrives https://t.co/nAFQLLsUI3 https://t.co/psKvnSf4Sd
1902,More children in Ethiopia are living to see their fifth birthdays. It’s worth stopping to remember why. https://t.co/TJyhWgDSEQ
1903,@aishambuhari Absolutely! Empowering women &amp; girls is one of the best investments we can make. Glad UNGA brought us together.
1904,RT @NickKristof: I'm starting a Facebook Live conversation in 5 minutes with @melindagates at https://t.co/kF7DP3iU6t . Grill us!
1905,Join me &amp; @NickKristof at 10:15 ET for a live discussion about empowering women &amp; girls. https://t.co/p6h0ns3I4y #SDGs #UNGA
1906,An important topic to discuss. We can't close the gender gap without first closing the gender data gap #NPTechChat https://t.co/fZrB9BWg8e
1907,Here’s a reason to feel optimistic today: this incredible announcement from Priscilla Chan &amp; Mark Zuckerberg https://t.co/EVNbPWwFxD
1908,"Childbirth used to be one of the riskiest times of life for Malawi’s moms and babies. Now, that’s changing. https://t.co/lYRysJOECm"
1909,.@NickKristof &amp; I will be live on Facebook at 10:15am ET tomorrow to discuss women's empowerment &amp; #SDGs. What questions do you have for us?
1910,"RT @theskimm: Good morning, @melindagates #UpWiththeSkimm #SkimmLife https://t.co/NaBVKlFa0r"
1911,I’m in New York this week for the UN General Assembly. Here’s what I’m most looking forward to: https://t.co/hySAJ8gLDh via @TIMEIdeas #UNGA
