,text
954,"Nashville’s Korean War Veterans Memorial Bridge is aglow in gold tonight in honor of our graduates. 

Congratulations, #VU2020 and #VU2021! https://t.co/gU5PM1Dxkr"
955,"It’s so hard to say goodbye, #VU2021, so we’ll just say see you soon! 🎓

Make sure to follow @VanderbiltAlum to stay connected to your Vandy Family. #VU4Life 🖤💛 https://t.co/VAeav0HEuA"
956,What a day--what a year! Congratulations to #VU2021 for setting the bar high for future generations of Vanderbilt students. https://t.co/BIgzZ8PMZz
957,"Vanderbilt Board of Trust passes resolutions honoring @VU_Provost Wente, as well as Vanderbilt faculty, staff and students 

https://t.co/kZJ9BT0Sba"
958,"Forever a ’Dore 💛🎓

Check out more photos from our #VU2021 commencement celebration on Instagram: https://t.co/QpnhJfQWII https://t.co/kW4iSG5VnI"
959,"Celebrating #VU2021 the only way we know how—with strawberries! 🍓

This year, each graduate attending in person had the opportunity to receive a takeaway box including chocolate-covered strawberries and a commemorative gift. https://t.co/dFwu9YjmwU"
960,RT @VandyAD: To our newly graduated student-athletes: You did it!! You “conquered and prevailed” and you’re ready to take on your next chal…
961,"We're so proud of you, #VU2021!  

Check out more moments from today's celebration on the @VanderbiltU Instagram: https://t.co/CwdZ5HpxAi https://t.co/oxvtQvygfv"
962,"RT @VU_Chancellor: Use this past year to nourish your conviction that difficulties can be overcome by working together, Chancellor Diermeie…"
963,RT @VU_Chancellor: https://t.co/VDXfUJuvO8
964,"RT @VU_Chancellor: Chancellor Diermeier to #VU2021: ""I encourage you to tap into this incredible community and to support it-with energy, c…"
965,RT @VU_Chancellor: Chancellor Daniel Diermeier addresses #VU2021. https://t.co/Sb17UPqAp4
966,"Congratulations to the #VU2021 Founders Medalists honored at Saturday's commencement.

Since 1877, the university has awarded a gold medal to the student graduating with first honors from each of the university’s 10 colleges and schools. https://t.co/iG7ArxFSFr"
967,"Vanderbilt University honored 41 retiring faculty members for their years of service and bestowing on them the title of emeritus or emerita faculty during the #VU2021 commencement on Saturday. 

https://t.co/hH2TgVEXHb"
968,Here we go! Watch the celebration of the Class of 2021 live at https://t.co/yJwxR7oz0A. #VU2021 https://t.co/u1hxhVtFZQ
969,"Today’s the day, #VU2021! 🎉

We can’t wait to celebrate you! 🎓 https://t.co/FHcfsi25sF"
970,"“I know that you did not plan on your senior year looking the way it did, but you have an opportunity to show the world that you are ready for whatever life throws at you.”

@VandyAD and fellow alum Candice S. Lee honors the graduates of #VU2021. https://t.co/ZqcxMM4IQt"
971,"It's almost go time, #VU2021! The live stream of Commencement begins at 9 a.m. CT, but tune in now for exciting pre-show programming featuring some of your favorite VU community members: https://t.co/MAkUMZhS5S https://t.co/1ENMmgXB8j"
972,"RT @vucommodores: 𝗧𝗵𝗲 𝗗𝗲𝗴𝗿𝗲𝗲.

9️⃣1️⃣ Commodore student-athletes will receive @VanderbiltU degrees this weekend. 🎓

#AnchorDown 
https://t.…"
973,"Let’s celebrate the Class of 2021! 🎓

From providing mental health care during a pandemic, tackling a new frontier with space law, or spurring social change through health care and theology, #VU2021 is changing the world.

Learn more at https://t.co/7n0hooM7GE https://t.co/AbaXX1dxTJ"
974,"RT @VanderbiltAlum: Grant Brown, president of Vanderbilt’s Senior Class Fund, announced alumni couple McCartney Kay Wilkins, BS’01, and Jay…"
975,"Hey #VU2021, have you chair-ished your time here at VU? https://t.co/lxtxCiiyrr"
976,"Vanderbilt’s protocols remain in place for Commencement ceremonies May 15–16: All graduates, guests &amp; other community members attending Commencement must be masked at all times on campus and maintain physical distancing with those outside their guest unit. https://t.co/TsqCcbZWrh"
977,"The nation's top leader in infectious disease research and internationally renowned biomedical scientist Dr. Anthony Fauci delivered the virtual Graduates Day address to #VU2021 May 14. 

Read more about his address at https://t.co/qRvsEKO8f8 https://t.co/p0uqzClLlp"
978,"RT @CNBC: Dr. Anthony Fauci's advice to Vanderbilt grads: Never stop learning and 'cultivate joy,' not just professional accomplishments (v…"
979,Proud to welcome the newest member of the @VandyBoys fan club! https://t.co/8lWXyHPLqW
980,"Tune in to the virtual Graduates Day address by the nation’s top leader in infectious disease research and internationally renowned biomedical scientist Dr. Anthony Fauci. The address begins at 11 a.m. CT. #VU2021

Watch here: https://t.co/II21zCVUqB https://t.co/YwMAnG9DVl"
981,"Cap ☑️
Gown ☑️
Anchor Down ☑️

Are you ready #VU2021? https://t.co/kXag35Tdau"
982,"Meet the grads of #VU2021 🎓

A series of family heartaches propelled Yoanna Ivanova to pursue research tied to breast cancer. She credits her connections in the Clark Scholars Program for creating positive experiences in and out of the lab. https://t.co/RLL4aw1jR1"
983,Former Tennessee governor and co-chair of The Vanderbilt Project on Unity and American Democracy @BillHaslam will discuss the role of faith in politics with @VUDivinity Dean @emtownes and @Peter_Wehner May 25. Register 👇 https://t.co/XVQ25viIPv
984,"Nothing can eclipse our love for you, #VU2021! 😎🌙

The Class of 2021 started their time at Vanderbilt with a once-in-a-lifetime full solar eclipse on the Martha Rivers Ingram Commons! Let’s look back! https://t.co/yNc5lBIO10"
985,"Show you’re #VandyUnited with a purchase from the Vandy United Swag Store!
Vanderbilt recently launched the Vandy United Fund, a historic $300 million investment campaign to benefit our student-athletes and athletics programs.
Head to https://t.co/oiTkUFLJ5I to get your swag! https://t.co/bmw3OO8VwI"
986,"Afro-Cuban American artist Maria Magdalena Campos-Pons and the Engine for Art, Democracy and Justice, a trans-institutional partnership that she founded at Vanderbilt, have recently been honored with prestigious art awards.

Learn more 👇 https://t.co/g1se4pYEKx"
987,"Meet the grads of #VU2021 🎓

A tumultuous entrance into the world set Demetra Hypatia Hufnagel on a trajectory that would inspire her bright future and affect the futures of many young lives to come. https://t.co/x6fN4EQEX3"
988,"Talk about a flashback!

Four years ago #VU2021 arrived on campus and now you’re getting ready to head out into the world as the newest Vanderbilt graduates! 🎓 https://t.co/wwMXVl6kQM"
989,We want to wish all of the mother figures - biological or otherwise - in our Vanderbilt Community a Happy Mother’s Day! Thank you for all you do and have done to shape our ‘Dores into the great people they are. ❤️ https://t.co/btFCoLxO8k
990,"Meet the grads of #VU2021 🎓

As a U.S. Navy nuclear submarine officer, Ken Barnes built a strong operational and technical background. But he calls the concentration in health care he pursued at @VanderbiltOwen the bridge to his next chapter. https://t.co/jEYj9xEe1b"
991,Register today for the virtual Graduates Day address by the nation’s top leader in infectious disease research and internationally renowned biomedical scientist Dr. Anthony Fauci: https://t.co/mXuZk9FuVG #VU2021 https://t.co/Al4bsbmspi
992,"ICYMI: @CCybeleRaver, a distinguished psychologist who serves as deputy provost at New York University, has been named provost and vice chancellor for academic affairs at Vanderbilt University, effective July 1. https://t.co/V1qTvFpdwt"
993,"Meet the grads of #VU2021 🎓

Will Reisner enjoys reaching new heights. The @VUEngineering senior is the vehicle team lead on Vanderbilt’s top-ranked rocket team and will begin a career focused on aerospace challenges.

Learn more: https://t.co/lPuRiAGodB 🚀 #NationalSpaceDay"
994,"#VU2021 @vanderbiltlaw graduate Ramon Ryan’s legal research on space law is already gaining national attention, including a feature in @sciam and became the catalyst for oversight action in the U.S. Senate. #NationalSpaceDay

https://t.co/CFnt5EVaCD"
995,"Vanderbilt astronomers lead preparation for supermassive black hole analysis using realistic simulations of low-frequency gravitational waves. #NationalSpaceDay

https://t.co/TAz0JNdxDS"
996,"A love of stargazing and a desire to meet new people inspired undergraduate student Samantha Bianco to introduce herself to Vanderbilt astronomy professor Keivan Stassun, who invited her to participate in his research. #NationalSpaceDay

https://t.co/ugc8t5rQx5"
997,"Vanderbilt’s rocket team is currently preparing to compete in the 2021 @NASA @StudentLaunch challenge hoping for another win after winning an unprecedented seventh national title in 2020. #NationalSpaceDay

https://t.co/zrgTjeuJSg"
998,"Vanderbilt and @OhioState have become founding members of the Twinkle space mission to find potentially habitable worlds around nearby stars. #NationalSpaceDay

https://t.co/pHpLEgtye5"
999,"Two international teams of astronomers, aided by Vanderbilt University research, have discovered a diverse pair of exoplanets, which provides new insights into Earth’s origins and future. #NationalSpaceDay

https://t.co/ewoExDipfL"
1000,"Vanderbilt physics professor Keivan Stassun and Ph.D. student @DaxFeliz were among some of the astronomers whose work helped @NASA discover a rare, newly formed planet. #NationalSpaceDay

https://t.co/IaBC0p9o3b"
1001,"Vanderbilt astronomers have painted their best picture yet of a rare star system using more than a century of astronomical observations. #NationalSpaceDay

https://t.co/hPup0JOyqj"
1002,"A new study led by Vanderbilt researcher Larisa DeSantis has found that Homotherium sabertooth cats had a unique ecology that included the consumption of baby mammoths.

Learn more about the research, which was recently featured in @NYTimes and @CNN 👇 https://t.co/MU9vlyzxsI"
1003,"It’s time to bust the myth: Most Trump voters were not working class, write Vanderbilt political scientist @NoamLupu and Duke's Nicholas Carnes for The Vanderbilt Project on Unity and American Democracy. https://t.co/vB1zce3G5L"
1004,"This isn't goodbye, #VU2020, it's see you later. 🎓

Make sure to follow @VanderbiltAlum to stay connected to your Vandy Family. #VU4Life 🖤💛 https://t.co/PtKU5cYxQ3"
1005,"RT @VU_Chancellor: ""On #NationalNursesDay, I'm proud to recognize the students, faculty &amp; staff of @VanderbiltNurse. You consistently deliv…"
1006,"Meet the grads of #VU2021 🎓

Student-athlete Myra Konte was drafted in January by @TheNCCourage—her dream team—but will temporarily delay her professional soccer career to continue her education at Vanderbilt.

Learn more: https://t.co/bSYMnDDCrU https://t.co/qVpWcdUZiF"
1007,"RT @ccybeleraver: I’m deeply honored to be joining the @VanderbiltU community as provost. A chance to reflect on, amplify the power of scho…"
1008,"C. Cybele Raver, a distinguished psychologist who serves as deputy provost at @nyuniversity, has been named provost and vice chancellor for academic affairs at Vanderbilt University. Raver will begin her new role July 1, 2021. https://t.co/V1qTvFpdwt"
1009,"“It’s kind of a culmination of everything I hoped a research project could be.”

Watch to learn more about the Vanderbilt research team combining data science and sociology to analyze Supreme Court cases related to women’s rights. https://t.co/oZ7Bybmk0X"
1010,"RT @vupeabody: At Peabody, we're proud to have a hand in developing great teachers that go on to impact students of all ages across the wor…"
1011,"On the 60th anniversary of the Freedom Rides, take a look back at the 2007 journey that Vanderbilt students &amp; faculty took retracing the rides to Montgomery &amp; Birmingham w the original Freedom Riders, including Rep John Lewis, Diane Nash &amp; Rev James Lawson https://t.co/0J6IjWixRe"
1012,"Drawing on personal experiences, @willwelch, the global editorial director of @GQMagazine, discussed the impact of #COVID19 on addiction, sobriety and art with @VCARScience director Danny Winder and professor @TheErinCalipari in a virtual event.

https://t.co/dga09hC1Jq https://t.co/CawNvGdgEm"
1013,.@VU_Provost Susan R. Wente and @VU_Chancellor Daniel Diermeier welcomed back the Class of 2020 for a special in-person and virtual ceremony on May 1 at Vanderbilt Stadium. Read more and watch the full ceremony 👇 https://t.co/Krdms86Ohp
1014,"Caroline Kennedy drew on inspirational remarks that her father, President Kennedy, delivered at Vanderbilt in 1963—urging “educated men and women” to reject racial bias in the midst of the civil rights movement—when she spoke virtually to #VU2020 April 30. https://t.co/YZ8zAeGeud"
1015,"Meet the pizzly bear.

As climates change and species are forced out of their native habitats, research by Larisa DeSantis, paleontologist and associate professor of biological sciences, shows these hybrid bears are likely to become more common. https://t.co/ist3FxxF51"
1016,Our celebration of the Class of 2020 continues today with the graduate and professional schools! Watch their ceremonies at the link 👇 and follow our schools' social media for more coverage. #VU2020 https://t.co/qjeOWVELM8
1017,This was a celebration like no other! 🎓🎉 Congratulations again to #VU2020. https://t.co/IOoH044Uzx
1018,"RT @VanderbiltAlum: You did it, Class of 2020! 🎓

Check out a few of our favorite moments from today’s celebration and use #VU2020 to share…"
